timestamp,Weight Mean,Difficulty Mean,Reward Mean,Transaction Sum,Witness Sum,Input Sum,Output Sum,Fee Total Sum,Total Blocks,close,volume,marketCap,open
1/21/2017,2772355.337,3.369E+11,11709.39585,263561.7704,0,584816,649012,85051.2117,181,921.7890015,86728400,14423545371,895.5490112
1/22/2017,2698239.126,3.39478E+11,11967.49804,236885.7873,0,545276,581840,80191.8492,174,924.6729736,111158000,14856911163,922.2050171
1/23/2017,3634734.319,3.92963E+11,12310.07299,235529.4795,0,616959,573137,100974.295,138,921.0120239,116573000,14905439337,925.4990234
1/24/2017,3894630.819,3.92963E+11,12441.18166,278178.1007,0,711338,655702,132320.4464,149,892.6870117,73588600,14848013909,910.677002
1/25/2017,3951361.96,3.92963E+11,12223.00667,304733.2935,0,694474,710251,123093.6192,149,901.5419922,111349000,14393026385,891.9240112
1/26/2017,3972550.839,3.92963E+11,11968.48778,313754.2256,0,738460,728897,111210.574,155,917.5859985,120831000,14537488261,902.3950195
1/27/2017,3350719.224,3.92963E+11,11990.86899,263332.6393,0,688870,629803,103826.5385,170,919.75,131958000,14797955301,918.3590088
1/28/2017,3509862.737,3.92963E+11,12237.53473,246394.8091,0,653072,619316,112694.278,152,921.5900269,125594000,14834831700,919.8109741
1/29/2017,3449966.587,3.92963E+11,12186.75181,241628.7763,0,689785,617637,110491.6496,167,919.4959717,68979600,14866260449,922.0670166
1/30/2017,3820447.25,3.92963E+11,12382.8488,247407.6142,0,662434,612403,124538.222,144,920.382019,60851700,14834377926,920.151001
1/31/2017,3838185.297,3.92963E+11,12458.09422,307683.8306,0,639358,722405,134374.2739,145,970.4030151,78227296,14850351605,920.9589844
2/1/2017,3849157.708,3.92963E+11,12564.46786,350562.6536,0,835741,896356,146273.7807,192,989.0230103,164582000,15659186515,970.940979
2/2/2017,3655826.369,3.92963E+11,13093.60207,259559.084,0,671176,671752,138980.6788,157,1011.799988,150110000,15962015276,990.0009766
2/3/2017,3883276.805,3.92963E+11,13546.99494,323561.5693,0,656623,799170,161906.3332,149,1029.910034,145820992,16331615570,1011.460022
2/4/2017,3808625.694,3.93572E+11,13778.92934,284778.9955,0,645212,677634,141901.8633,144,1042.900024,201278000,16625849489,1031.329956
2/5/2017,3831778.415,4.22171E+11,13745.41013,292100.8992,0,739805,680397,140144.2187,159,1027.339966,155064000,16837411920,1043.52002
2/6/2017,3916805.28,4.22171E+11,14203.69787,230029.0648,0,557512,579818,160165.2991,125,1038.150024,114208000,16588240157,1028.400024
2/7/2017,3782723.02,4.22171E+11,14133.68101,325266.2974,0,661678,739419,177055.9292,151,1061.349976,111762000,16764422010,1040.140015
2/8/2017,3844514.877,4.22171E+11,14308.37173,308315.679,0,642852,707090,165618.197,146,1063.069946,146007008,17141080574,1062.319946
2/9/2017,3824121.278,4.22171E+11,14387.44672,346543.1392,0,742788,786423,185215.1167,169,994.3829956,201855008,17170799127,1064.699951
2/10/2017,3870180.816,4.22171E+11,13890.99097,301787.3949,0,646307,702696,144352.7257,147,988.6740112,407220000,16063448932,995.632019
2/11/2017,3854645.209,4.22171E+11,13001.00588,262685.626,0,610212,637608,114085.1012,139,1004.450012,190452000,15973053725,988.8980103
2/12/2017,3489836.857,4.22171E+11,13254.71318,237744.1557,0,567155,570537,102684.8286,140,999.1810303,102261000,16229677099,1003.52002
2/13/2017,3641848.638,4.22171E+11,13333.35892,288289.9307,0,684189,682406,136713.611,163,990.6420288,67530000,16146290349,998.8850098
2/14/2017,3538933.065,4.22171E+11,13251.9959,315083.295,0,669544,726430,140121.402,169,1004.549988,100607000,16010322103,991.7349854
2/15/2017,3760353.266,4.22171E+11,13481.34577,294786.437,0,590722,677725,134217.7928,139,1007.47998,137946000,16237219721,1006.210022
2/16/2017,3895790.093,4.22171E+11,13697.36336,283202.4197,0,684969,670289,170779.2488,151,1027.439941,89759400,16286329282,1007.650024
2/17/2017,3876300.795,4.22171E+11,13884.41551,319767.303,0,657568,805209,169333.7871,151,1046.209961,122277000,16610905026,1026.119995
2/18/2017,3847916.132,4.32893E+11,14049.14081,286143.6089,0,680242,692025,158325.7972,151,1054.420044,136474000,16916338976,1049.209961
2/19/2017,3723529.433,4.4078E+11,14226.82723,251733.4453,0,574006,610335,136757.3533,134,1047.869995,99073504,17051064834,1054.76001
2/20/2017,3805317.541,4.4078E+11,14275.82107,282729.1258,0,648701,689042,168101.6034,148,1079.97998,77423296,16946913346,1048.689941
2/21/2017,3798669.768,4.4078E+11,14445.43191,279088.2655,0,595328,661007,174819.287,138,1115.300049,109478000,17468244508,1079.280029
2/22/2017,3908641.188,4.4078E+11,15113.53493,282194.1521,0,600172,666336,199086.998,138,1117.439941,186868992,18041455273,1114.800049
2/23/2017,3842849.52,4.4078E+11,15475.18706,325914.8136,0,648579,747364,235453.1681,150,1166.719971,136100000,18077985665,1117.27002
2/24/2017,3884716.098,4.4078E+11,15824.74326,343804.2447,0,724072,790857,258272.4614,163,1173.680054,189454000,18877442096,1172.709961
2/25/2017,3865329.557,4.4078E+11,16033.50248,326518.1144,0,738208,785010,224782.4125,167,1143.839966,330759008,18992415818,1170.410034
2/26/2017,3687003.416,4.4078E+11,15544.17231,265203.675,0,776512,680874,186886.0833,178,1165.199951,139960992,18511906560,1144.27002
2/27/2017,3780597.083,4.4078E+11,15991.09084,284556.4769,0,614621,684132,225481.0419,144,1179.969971,116486000,18860247630,1163.780029
2/28/2017,3872936.078,4.4078E+11,16402.1847,325415.0975,0,659095,755332,266649.8943,153,1179.969971,131570000,19101427518,1180.719971
3/1/2017,3916583.806,4.4078E+11,16628.1241,315881.1331,0,619013,739620,270863.8321,144,1222.5,184956000,19103684801,1180.040039
3/2/2017,3822449.325,4.4078E+11,16852.09484,329428.0204,0,677485,771120,301317.5116,157,1251.01001,229056992,19794459608,1224.680054
3/3/2017,3941160.185,4.45546E+11,17422.06791,337310.8786,0,672484,787788,318167.3513,151,1274.98999,368275008,20258543188,1250.709961
3/4/2017,3943615.182,4.60769E+11,17839.21879,265780.4705,0,581634,652093,277360.8306,132,1255.150024,315739008,20649259919,1277.430054
3/5/2017,3933205.252,4.60769E+11,17600.8285,280739.7431,0,671971,695425,272935.3532,147,1267.119995,183270000,20329978338,1254.290039
3/6/2017,3862130.254,4.60769E+11,17682.61075,287731.6849,0,604517,716488,297949.483,142,1272.829956,134127000,20526235270,1267.469971
3/7/2017,3899447.085,4.60769E+11,18023.85485,327902.8964,0,683830,770554,340899.9852,153,1223.540039,153656992,20620991547,1273.209961
3/8/2017,3917708.338,4.60769E+11,17528.72226,297109.7489,0,643029,710329,289622.8009,142,1150,291256000,19824773912,1223.22998
3/9/2017,3967192.865,4.60769E+11,16722.41929,303631.7027,0,677429,739904,280706.9527,148,1188.48999,332603008,18635275050,1150.349976
3/10/2017,3967285.385,4.60769E+11,16521.02992,308482.0886,0,708682,746039,301065.0858,156,1116.719971,212283008,19261188310,1189.359985
3/11/2017,3990305.557,4.60769E+11,16674.28915,280680.6291,0,698055,696990,259973.6119,149,1175.829956,563795968,18100188612,1116.319946
3/12/2017,3840585.858,4.60769E+11,15994.87839,221110.0187,0,684497,585598,222076.8268,155,1221.380005,283320000,19060468862,1176.619995
3/13/2017,3931489.241,4.60769E+11,16695.65459,273079.3222,0,660173,690389,262834.8854,145,1231.920044,227176000,19801195767,1221.780029
3/14/2017,3849797.436,4.60769E+11,17256.20958,310395.6049,0,701637,748447,312968.6904,156,1240,380276992,19974334865,1232.160034
3/15/2017,3935934.282,4.60769E+11,17473.27417,292433.5191,0,638739,713404,291458.3749,142,1249.609985,245306000,20107761880,1240.160034
3/16/2017,3953040.523,4.60769E+11,17840.72355,327034.9907,0,686643,798175,331700.0488,153,1187.810059,297804992,20265831337,1251.329956
3/17/2017,3982194.805,4.69886E+11,17285.28555,292195.7005,0,706810,728387,300093.6156,154,1100.22998,638568000,19265847025,1180.160034
3/18/2017,3768185.274,4.75705E+11,15849.68744,263529.7481,0,703257,676234,247814.7709,157,973.8179932,706598976,17847435957,1099.689941
3/19/2017,3556224.17,4.75705E+11,14430.37546,269335.1346,0,695864,690161,221574.4484,165,1036.73999,621302016,15798760668,976.7299805
3/20/2017,3909549.412,4.75705E+11,14533.9917,277030.7196,0,603217,696776,245563.8354,136,1054.22998,406648000,16821676707,1037.23999
3/21/2017,3928015.38,4.75705E+11,14891.54212,288053.9193,0,642281,725839,259812.8171,142,1120.540039,286529984,17107266418,1055.359985
3/22/2017,3928388.906,4.75705E+11,15440.23317,316591.5428,0,728875,777034,289635.715,159,1049.140015,337391008,18185299687,1120.650024
3/23/2017,3860355.649,4.75705E+11,14992.68794,287870.9583,0,647024,731300,251035.8664,148,1038.589966,380840992,17028630158,1050.050049
3/24/2017,3479750.136,4.75705E+11,14421.02792,289522.5895,0,709510,734776,241697.0325,176,937.5200195,248540000,16859314109,1038.449951
3/25/2017,3759699.729,4.75705E+11,13843.79229,242975.0846,0,561108,641049,181683.6719,133,972.7789917,491038016,15220718764,936.539978
3/26/2017,2706972.337,4.75705E+11,12565.29659,221915.2261,0,516095,616664,144676.7343,166,966.7249756,435803008,15794781102,974.0150146
3/27/2017,3603801.03,4.75705E+11,13623.3329,232290.2894,0,545875,615703,189925.9321,132,1045.77002,303668000,15698465531,972.0549927
3/28/2017,3942734.89,4.75705E+11,14031.9658,294000.8127,0,707131,742513,233676.548,155,1047.150024,372535008,16983801541,1044.579956
3/29/2017,3892681.565,4.75705E+11,14628.88713,283930.3746,0,612121,720951,221819.4734,138,1039.969971,326332000,17008241726,1046.079956
3/30/2017,3850200.39,4.82855E+11,14209.9145,288786.9052,0,747153,714338,210356.8623,164,1026.430054,298457984,16893415156,1042.209961
3/31/2017,3842111.319,4.99636E+11,14509.32093,259402.2408,0,592653,644650,223434.6296,135,1071.790039,352968992,16675587066,1026.640015
4/1/2017,3868619.939,4.99636E+11,14572.17293,255870.0766,0,593166,663363,199227.276,132,1080.5,447287008,17414322808,1071.709961
4/2/2017,3297094.228,4.99636E+11,14595.97313,244203.2542,0,607541,674185,193348.1963,158,1102.170044,289633984,17557597716,1080.609985
4/3/2017,3513149.364,4.99636E+11,14809.46875,288141.6988,0,705632,755799,237968.5735,176,1143.810059,514187008,17911915755,1102.949951
4/4/2017,3911445.696,4.99636E+11,15943.0713,256015.5307,0,562438,648328,226446.3757,125,1133.25,580444032,18591158323,1145.52002
4/5/2017,3867433.778,4.99636E+11,16002.17768,316553.343,0,712101,803171,270892.7368,162,1124.780029,436310016,18421262063,1134.140015
4/6/2017,3910979.537,4.99636E+11,15873.50293,290463.7249,0,666409,741337,251241.7628,147,1182.680054,414784000,18285857775,1125.810059
4/7/2017,3910344.42,4.99636E+11,16211.75264,295463.1783,0,728004,742041,262784.593,162,1176.900024,511222016,19229356147,1178.939941
4/8/2017,3897717.985,4.99636E+11,16388.62086,226959.2738,0,582615,618774,204506.0969,137,1175.949951,317022016,19137747435,1172.650024
4/9/2017,3701847.572,4.99636E+11,16114.77581,238285.758,0,678893,664405,199767.6392,159,1187.869995,209312000,19124327856,1176.569946
4/10/2017,3670263.864,4.99636E+11,16510.1181,273384.074,0,611681,734707,235290.8362,147,1187.130005,242343008,19320511927,1187.300049
4/11/2017,3851327.569,4.99636E+11,16749.75628,307894.1046,0,732886,805787,273630.5019,167,1205.01001,215883008,19310642460,1187.459961
4/12/2017,3930269.183,4.99636E+11,17007.38903,278092.63,0,631187,755361,257838.5842,142,1200.369995,216182000,19604036563,1204.810059
4/13/2017,3891921.197,5.17808E+11,17351.12083,228678.1033,0,580204,628727,264635.7107,127,1169.280029,288702016,19530680104,1201.02002
4/14/2017,3980437.468,5.20809E+11,16948.50505,290209.5084,0,623926,823416,281180.2369,139,1167.540039,351968992,19026699552,1170.329956
4/15/2017,3966804.453,5.20809E+11,16448.7968,270705.4548,0,685563,785350,239481.9274,150,1172.52002,254827008,19000400018,1167.300049
4/16/2017,3709677.014,5.20809E+11,16175.35908,211827.5226,0,618390,654009,189104.1066,146,1182.939941,203559008,19083656460,1172.609985
4/17/2017,3723145.942,5.20809E+11,16418.54084,245182.9748,0,572203,695241,214871.5518,138,1193.910034,183231008,19255408766,1183.25
4/18/2017,3822159.151,5.20809E+11,16739.87811,303093.3098,0,648439,731266,263147.2149,146,1211.670044,253206000,19436033390,1193.77002
4/19/2017,3936852.699,5.20809E+11,17046.53107,310103.7332,0,648581,748748,255759.9207,143,1210.290039,270524000,19727334977,1212.130005
4/20/2017,3895960.406,5.20809E+11,17165.35941,267914.4826,0,654731,634696,276946.5066,138,1229.079956,288060992,19707045565,1211.079956
4/21/2017,3903757.293,5.20809E+11,17125.28078,330354.5651,0,755563,827634,299728.5179,167,1222.050049,315108000,20015137622,1229.420044
4/22/2017,3892130.041,5.20809E+11,17111.76641,268712.8282,0,643699,689969,224534.776,145,1231.709961,272167008,19903192286,1222.709961
4/23/2017,3790524.261,5.20809E+11,16889.82545,245038.7822,0,631783,633981,210577.8783,153,1207.209961,249320000,20062753908,1231.920044
4/24/2017,3852359.613,5.20809E+11,17417.73641,222670.492,0,561716,572214,233583.3613,124,1250.150024,258951008,19665994145,1209.630005
4/25/2017,3864041.297,5.20809E+11,17914.84899,325387.4825,0,656579,764067,339452.727,148,1265.48999,235806000,20367443800,1250.449951
4/26/2017,3887419.529,5.20809E+11,17961.96175,334469.8136,0,692069,793869,322021.0007,153,1281.079956,242556000,20619704237,1265.98999
4/27/2017,3870471.918,5.2184E+11,18349.95771,297883.5227,0,658877,733959,330357.9868,147,1317.72998,329631008,20876159410,1281.880005
4/28/2017,3986698.147,5.21975E+11,18753.23818,305271.4136,0,613319,749803,326619.3878,136,1316.47998,449196992,21475836448,1317.73999
4/29/2017,3886281.249,5.21975E+11,18352.14244,341331.6852,0,789396,856295,336509.5304,173,1321.790039,527488992,21457669552,1317.839966
4/30/2017,3887574.066,5.21975E+11,18416.56093,281488.3337,0,694646,705139,265599.3506,151,1347.890015,422705984,21547126640,1321.869995
5/1/2017,3909683.573,5.21975E+11,18659.23353,294788.0486,0,666519,723369,303147.4186,150,1421.599976,413115008,21975104909,1348.300049
5/2/2017,3920952.506,5.21975E+11,19608.44437,333160.3485,0,714778,808439,375853.4651,158,1452.819946,713624000,23179524919,1421.030029
5/3/2017,3981163.485,5.21975E+11,20705.62542,295149.8882,0,605889,711094,356301.0425,132,1490.089966,477337984,23691443738,1453.780029
5/4/2017,3884186.976,5.21975E+11,21055.78371,354737.5456,0,740509,891845,451295.5477,168,1537.670044,583795968,24301634925,1490.719971
5/5/2017,3844983.473,5.21975E+11,22405.99447,267191.9097,0,560184,683280,403075.8881,129,1555.449951,933548992,25080858487,1540.869995
5/6/2017,3859732.69,5.21975E+11,22337.63587,363022.1287,0,759196,880442,464395.8468,168,1578.800049,946035968,25373374563,1556.810059
5/7/2017,3859345.772,5.21975E+11,21930.85707,316010.9063,0,770899,767740,429103.4529,167,1596.709961,582529984,25757608890,1579.469971
5/8/2017,3872576.622,5.21975E+11,22155.16081,365095.1256,0,810908,902129,491721.4649,180,1723.349976,1080029952,26053077975,1596.920044
5/9/2017,3951146.09,5.21975E+11,23286.63474,332879.4899,0,710320,803436,488077.0951,155,1755.359985,1340320000,28123369330,1723.890015
5/10/2017,3840663.162,5.55093E+11,24885.05102,311391.1789,0,635746,793277,518710.4654,148,1787.130005,1167920000,28649119972,1756.52002
5/11/2017,3844970.785,5.59971E+11,25422.98232,294741.6425,0,588876,736488,487803.2011,135,1848.569946,915723008,29170965564,1780.369995
5/12/2017,3818322.078,5.59971E+11,26640.5361,317698.606,0,665471,796163,587996.7328,154,1724.23999,799489984,30176934751,1845.76001
5/13/2017,3820360.101,5.59971E+11,25621.30487,329266.8876,0,708556,805175,535668.2116,158,1804.910034,740984000,28150631936,1723.119995
5/14/2017,3900342.634,5.59971E+11,24638.33803,369097.006,0,760294,885549,512042.8602,164,1808.910034,579635008,29471223857,1800.859985
5/15/2017,3882847.929,5.59971E+11,25841.94517,329227.5803,0,761489,853932,586341.809,170,1738.430054,437196000,29540290794,1808.439941
5/16/2017,3895843.485,5.59971E+11,26451.33013,233975.9489,0,619463,576834,601501.5004,132,1734.449951,731529024,28392885375,1741.699951
5/17/2017,3927527.768,5.59971E+11,27176.10014,317543.0404,0,708428,779943,844629.8641,155,1839.089966,959044992,28330874003,1726.72998
5/18/2017,3898437.972,5.59971E+11,27678.20378,288902.7174,0,649788,723512,711005.2947,142,1888.650024,1064729984,30043626195,1818.699951
5/19/2017,3885043.268,5.59971E+11,28023.61452,319502.6381,0,740091,814359,816390.232,164,1987.709961,894321024,30856574835,1897.369995
5/20/2017,3868851.709,5.59971E+11,28602.77827,352803.818,0,774950,809561,746856.5722,165,2084.72998,1157289984,32479082015,1984.23999
5/21/2017,3961454.803,5.59971E+11,29572.76827,326056.2277,0,707189,766108,700200.4208,147,2041.199951,961336000,34068630559,2067.030029
5/22/2017,3867201.589,5.59971E+11,31077.24167,327866.9867,0,656563,773176,826760.2167,146,2173.399902,1147859968,33361091114,2043.189941
5/23/2017,3914740.667,5.84152E+11,32514.66675,367711.0647,0,768461,888023,996162.8861,168,2320.419922,1942220032,35525744380,2191.560059
5/24/2017,3882192.675,5.95922E+11,34239.00045,338641.3031,0,684001,837484,1039943.022,154,2443.639893,1378749952,37933704066,2321.370117
5/25/2017,3907503.067,5.95922E+11,36867.59837,350114.1209,0,734559,853622,1181990.066,163,2304.97998,1725379968,39952841999,2446.23999
5/26/2017,3835101.072,5.95922E+11,39831.06061,333340.3716,0,676359,815923,1201785.83,153,2202.419922,2406700032,37690456715,2320.889893
5/27/2017,3965843.667,5.95922E+11,37488.02344,331914.3388,0,787323,855140,1266933.96,168,2038.869995,1763480064,36017660894,2196.27002
5/28/2017,3911928.558,5.95922E+11,31486.84408,308142.6121,0,775364,783604,881548.599,165,2155.800049,1700480000,33347170525,2054.080078
5/29/2017,3911602.967,5.95922E+11,34351.43158,321640.1624,0,679963,803619,1077525.685,151,2255.610107,1147139968,35264171110,2159.429932
5/30/2017,3922412.469,5.95922E+11,35271.65877,347959.0423,0,782672,854729,1314582.108,179,2175.469971,994625024,36901102917,2255.360107
5/31/2017,3906785.805,5.95922E+11,36450.35972,321637.0275,0,729040,826804,1301276.006,164,2286.409912,1443970048,35594903085,2187.189941
6/1/2017,3910986.565,5.95922E+11,35714.65101,319707.2204,0,782213,813524,1282484.648,170,2407.879883,1544829952,37414813240,2288.330078
6/2/2017,3927954.466,5.95922E+11,37555.91714,271539.4588,0,660180,711730,1123202.373,146,2488.550049,1653180032,39407633763,2404.030029
6/3/2017,3924209.854,5.95922E+11,37240.65043,305319.8925,0,916677,828892,1324493.166,192,2515.350098,1317030016,40732491835,2493.719971
6/4/2017,3929434.683,6.28337E+11,38415.11162,266043.1612,0,738785,727317,1113735.384,161,2511.810059,1514950016,41177190057,2547.790039
6/5/2017,3857720.488,6.7876E+11,38919.46262,289929.8989,0,753641,735726,1201622.061,164,2686.810059,1355120000,41124262595,2512.399902
6/6/2017,3960177.589,6.7876E+11,41216.80482,297417.3409,0,707274,771002,1326656.559,151,2863.199951,1369309952,43994968834,2690.840088
6/7/2017,3968491.442,6.7876E+11,46802.04107,339718.9067,0,781176,825196,1889504.185,165,2732.159912,2089609984,46888622160,2869.379883
6/8/2017,3879256.824,6.7876E+11,43606.03314,307375.7132,0,773053,773019,1383468.661,165,2805.620117,1517709952,44748237218,2720.48999
6/9/2017,3894160.371,6.7876E+11,42800.57218,282183.3592,0,696958,724675,1256576.148,151,2823.810059,1281170048,45957247989,2807.439941
6/10/2017,3865820.965,6.7876E+11,43096.33608,254992.5933,0,662221,646678,1103072.589,141,2947.709961,1348950016,46260465854,2828.139893
6/11/2017,3781899.342,6.7876E+11,42608.03601,222891.1006,0,656315,581509,1015690.6,146,2958.110107,2018889984,48295501718,2942.409912
6/12/2017,3870378.694,6.7876E+11,44259.62479,269099.6036,0,666807,678437,1186565.554,147,2659.629883,1752400000,48471330146,2953.219971
6/13/2017,3908591.745,6.7876E+11,44513.79468,291775.9823,0,632140,764631,1342220.451,141,2717.02002,2569530112,43585351533,2680.909912
6/14/2017,3877425.171,6.7876E+11,42787.90053,287643.6682,0,634587,715419,1235538.556,140,2506.370117,1781200000,44530631894,2716.879883
6/15/2017,3977535.268,6.7876E+11,40961.09342,293141.5259,0,726756,733315,1162183.251,153,2464.580078,1696560000,41082567339,2499.580078
6/16/2017,3932352.189,6.7876E+11,35760.34515,269934.7487,0,695509,677640,892694.4904,148,2518.560059,2026259968,40402259202,2469.570068
6/17/2017,3942821.269,6.79669E+11,36073.46099,236552.0783,0,662309,598939,766899.3263,145,2655.879883,1195190016,41291821423,2514.01001
6/18/2017,3746549.434,7.11697E+11,36903.7344,209374.6706,0,669207,542511,711585.3092,145,2548.290039,1534509952,43548031452,2655.350098
6/19/2017,3945265.086,7.11697E+11,38685.38788,269774.0141,0,728318,675988,994261.3192,151,2589.600098,1178659968,41788418974,2549.030029
6/20/2017,3862700.899,7.11697E+11,39068.65137,269439.6026,0,627497,723104,990188.1813,138,2721.790039,1446840064,42470734800,2591.26001
6/21/2017,3932231.914,7.11697E+11,41861.98192,280202.3433,0,639475,744937,1225540.13,140,2689.100098,1854189952,44643512689,2709.429932
6/22/2017,3970311.396,7.11697E+11,42444.67494,269685.9751,0,662433,691581,1207465.383,139,2705.409912,1626579968,44111929173,2691.030029
6/23/2017,3795521.175,7.11697E+11,39098.19812,259937.1445,0,715572,651225,906571.5434,160,2744.909912,1097939968,44384244937,2707.340088
6/24/2017,3799355.014,7.11697E+11,39530.86095,227126.2932,0,651683,596479,831559.0636,146,2608.719971,961318976,45037797053,2738.52002
6/25/2017,3710898.131,7.11697E+11,38881.92031,180719.2524,0,542984,483570,687963.6379,122,2589.409912,982750016,42807952581,2607.25
6/26/2017,3948897.38,7.11697E+11,38840.16566,261906.9687,0,665353,653594,962091.3518,142,2478.449951,1161100032,42495001716,2590.570068
6/27/2017,3959795.176,7.11697E+11,37561.94304,259736.6556,0,595868,713663,902697.2631,131,2552.449951,1663280000,40677994354,2478.449951
6/28/2017,3890348.943,7.11697E+11,35850.33375,279812.3919,0,714407,695541,924821.5979,157,2574.790039,1489789952,41897190525,2553.030029
6/29/2017,3867347.833,7.11697E+11,38819.02508,231054.0178,0,543153,574777,863658.0109,120,2539.320068,1183869952,42268942193,2567.560059
6/30/2017,3825257.532,7.11697E+11,37879.75774,267357.481,0,692596,697296,912970.7192,154,2480.840088,949979008,41690395783,2539.23999
7/1/2017,3530930.439,7.11697E+11,35412.24235,221854.9731,0,685523,566916,643104.2252,164,2434.550049,860273024,40735082695,2492.600098
7/2/2017,3118333.191,7.08708E+11,33313.80467,196537.3965,0,661684,520931,486366.5328,188,2506.469971,779913984,39980058373,2436.399902
7/3/2017,3263078.141,7.08659E+11,34626.23773,253245.0742,0,655733,633906,692259.0176,170,2564.060059,803747008,41167015221,2498.560059
7/4/2017,3588119.085,7.08659E+11,36366.65167,255482.6967,0,643359,693649,741231.6616,153,2601.639893,964112000,42118211083,2561
7/5/2017,3638159.678,7.08659E+11,36390.03982,237007.3004,0,615622,611351,586321.1216,149,2601.98999,985516032,42740618673,2602.870117
7/6/2017,3825218.648,7.08659E+11,36578.97463,225105.6276,0,617725,579488,622116.0406,142,2608.560059,941566016,42751085999,2608.100098
7/7/2017,3748240.838,7.08659E+11,36705.13244,243614.8918,0,640550,699670,625319.7797,148,2518.659912,761956992,42863758795,2608.590088
7/8/2017,3435581.188,7.08659E+11,34827.86474,220832.7808,0,633060,575288,490357.6983,165,2571.340088,917411968,41391217675,2520.27002
7/9/2017,2998467.188,7.08659E+11,34339.06671,188124.611,0,492983,498738,395845.1364,138,2518.439941,733329984,42262222823,2572.610107
7/10/2017,2986631.635,7.08659E+11,34451.99479,251723.2743,0,687719,736740,522935.3516,197,2372.560059,527856000,41397076604,2525.25
7/11/2017,3560430.497,7.08659E+11,33647.54733,265758.8253,0,698887,715543,509817.4722,173,2337.790039,1111200000,39005033499,2385.889893
7/12/2017,3526256.633,7.08659E+11,32234.00111,257138.3455,0,724065,655195,521021.8641,177,2398.840088,1329760000,38438497236,2332.77002
7/13/2017,3421341.885,7.08659E+11,32459.54095,245893.4011,0,617564,629562,494281.8754,157,2357.899902,1117410048,39447604438,2402.699951
7/14/2017,3600835.914,7.61765E+11,33286.86991,227903.4018,0,567502,610632,510285.639,139,2233.340088,835769984,38778935907,2360.590088
7/15/2017,3899949.48,8.04525E+11,35290.70177,221849.6538,0,595624,581907,862609.8061,127,1998.859985,882502976,36734255488,2230.120117
7/16/2017,3361078.871,8.04525E+11,28094.69608,203162.6259,0,625916,526035,346773.9558,163,1929.819946,993608000,32880721300,1991.97998
7/17/2017,3781151,8.04525E+11,26775.44941,230313.5796,0,650387,607268,383182.9557,148,2228.409912,1182870016,31748939343,1932.619995
7/18/2017,3837711.491,8.04525E+11,28481.14272,260574.4268,0,735513,707975,461342.8102,165,2318.879883,1201760000,36665393517,2233.52002
7/19/2017,3757200.295,8.04525E+11,31539.48187,253767.9506,0,669895,662867,458991.8417,149,2273.429932,1512450048,38158677672,2323.080078
7/20/2017,3717824.519,8.04525E+11,32210.20983,230197.8634,0,665051,598828,530705.5196,162,2817.600098,1245100032,37415031061,2269.889893
7/21/2017,3906067.065,8.04525E+11,35097.19323,268441.7831,0,705534,719233,620688.0828,154,2667.76001,2249260032,46376428080,2838.409912
7/22/2017,3703016.725,8.04525E+11,36841.41267,223357.6649,0,683165,581700,464385.7809,160,2810.120117,1489449984,43915296559,2668.629883
7/23/2017,2733406.907,8.04525E+11,36691.38004,181031.0922,0,534024,473027,347741.7219,172,2730.399902,1177129984,46264340367,2808.100098
7/24/2017,3577696.449,8.04525E+11,37226.34307,240071.1548,0,714415,628061,462527.3762,178,2754.860107,1072840000,44957775265,2732.699951
7/25/2017,3737017.297,8.04525E+11,37578.88434,244034.0404,0,635496,665748,464258.7066,148,2576.47998,866473984,45366654309,2757.5
7/26/2017,3869355.293,8.04525E+11,35831.60914,237852.0657,0,666569,614884,440115.6477,147,2529.449951,1460089984,42433788244,2577.77002
7/27/2017,3694426.545,8.36352E+11,34052.13265,225369.3302,0,680143,594685,416936.7671,154,2671.780029,937404032,41663929265,2538.709961
7/28/2017,3667453.627,8.60222E+11,35439.29526,247207.1019,0,653172,651348,485444.3095,150,2809.01001,789104000,44013533097,2679.72998
7/29/2017,3488812.611,8.60222E+11,37051.14373,211134.6658,0,689659,549839,429535.3807,157,2726.449951,1380099968,46279316161,2807.02002
7/30/2017,3241349.442,8.60222E+11,36689.89214,184144.6021,0,599963,471696,377057.5411,147,2757.179932,803745984,44924534585,2724.389893
7/31/2017,3706888.055,8.60222E+11,37456.67096,231012.0954,0,665650,583220,527244.9781,145,2875.340088,705942976,45435913868,2763.23999
8/1/2017,2901166.523,8.60222E+11,36262.35282,131884.6068,0,513292,352424,211688.2993,149,2718.26001,860574976,47388334773,2871.300049
8/2/2017,3512333.868,8.60222E+11,37353.72512,209319.0808,0,677721,551807,364948.2495,152,2710.669922,1324669952,44804603885,2727.129883
8/3/2017,3475418.841,8.60222E+11,36495.72314,213017.0108,0,590456,565929,338027.382,138,2804.72998,1094950016,44684649516,2709.560059
8/4/2017,3696590.592,8.60222E+11,36236.6099,235792.0543,0,752589,619206,313068.2763,179,2895.889893,804796992,46239970790,2806.929932
8/5/2017,3524926.373,8.60222E+11,37227.84547,239770.7473,0,721160,607425,321714.2734,177,3252.909912,1002120000,47749461443,2897.629883
8/6/2017,3145736.029,8.60222E+11,41231.32952,199627.3808,0,528589,524522,276091.1428,140,3213.939941,1945699968,53643452554,3257.610107
